"","party","fullname","count","score","score2","error","error2"
"1031","grüne","Ricarda_Lang",90113,-0.362528190768954,-0.146099383973109,0.00944387868209316,0.0107084158484249
"1032","grüne","Richard_Ralfs",9325,-0.229838238602596,0.129656422385228,0.026594162966811,0.0274975339331496
"1033","cdu","Diana_Rieck-Vogt",1203,-0.148692189401037,0.555788918450213,0.0579986805161679,0.139532243592974
"1034","spd","Lena Frederike_Gerber",3636,-0.269477921006743,-0.11568210309607,0.04713130359646,0.0500486468215261
"1035","spd","Friederike Lina_Linke",147,-0.308983202953893,0.419534656663718,0.112519254891267,0.137216028262121
"1036","spd","Rita Berta_Schwarzelühr-Sutter",12279,-0.284967844989064,0.376760284059577,0.019963961633201,0.0228652767023578
"1037","spd","Rita Andrea_Hagl-Kehl",512,-0.432610921755433,0.421934230525557,0.0660076557472269,0.145368888885744
"1038","die linke","Reiner Erwin_Jenkel",5858,-0.204758557889015,-0.682242200547984,0.0430134065279387,0.0524929632456025
"1039","cdu","Roderich_Kiesewetter",86681,-0.0188815901657925,0.736496994833231,0.00801115016586585,0.0126242140784085
"1040","grüne","Robin_Conrad",169,-0.545619188052983,-0.22563827007813,0.140303627820796,0.280101437559177
"1041","afd","Robert_Farle",1322,1.57150028446782,-0.429251359978629,0.141551994854875,0.0829403908679866
"1042","fdp","Robert_Bläsing",617,0.16521221531881,0.21685829705437,0.121460985558377,0.0857887435902683
"1043","fdp","Robert_Langer",20372,0.0841789144635644,0.46838060573379,0.018615440924619,0.0207161535922623
"1044","grüne","Robin Till Nils Johannes_Wagener",15333,-0.237997999932293,0.0431506261315436,0.0249881423034584,0.0217617066904643
"1045","die linke","Sibylle_Röth",1143,-0.291922010970789,-0.453044534755914,0.0695918042102381,0.101505671306682
"1046","afd","Roger Friedrich Nikolaus_Beckamp",28944,1.06217119752828,-0.295019004261437,0.0291133904238153,0.0154424451045342
"1047","grüne","Roland_Schüren",4227,-0.287043800742351,0.190749804273829,0.0350560966221826,0.0350507099497178
"1048","cdu","Ronja Helene_Kemmer",8860,-0.0327572495049614,0.915158495993669,0.0259145338420816,0.0430440568868338
"1049","grüne","Markus_Schmidt",185,0.0203384386709681,-0.0696826312970008,0.2046833932807,0.117209508176105
"1050","die linke","Kira_Sawilla",13510,-0.352430582603448,-0.841945775181871,0.0229895471856594,0.0324206364458937
"1051","cdu","Rüdiger_Kruse",1935,-0.135498426872385,0.651334141161473,0.052034593516068,0.0900480714910158
"1052","spd","Bernd Ferdinand_Rützel",30,-0.544799012382949,0.759693036882735,0.0603289119225786,0.0189235230793282
"1053","spd","Nadine_Ruf",7045,-0.0625619203198844,0.0548461120392211,0.0380270285276197,0.0340597607217637
"1054","afd","Bernd_Rummler",797,1.43687361838222,-0.305757150011883,0.168686370533042,0.0943722801679799
"1055","spd","Sarah Janina_Ryglewski",2238,-0.18558035313018,0.348076409344672,0.0522242975785629,0.0656778835595301
"1056","grüne","Stephanie_Aeffner",1041,-0.338745878081082,0.176816954168421,0.102264649245283,0.0718351653145746
"1057","csu","Stefanie_Dippl",50,-0.448239859197778,0.888350949880302,0.0807694929561265,0.0791660449863291
"1058","grüne","Sabine_Grützmacher",5711,-0.309409924443164,-0.0959483447366498,0.0353078239733465,0.039371854345424
"1059","afd","Sebastian_Münzenmaier",14278,1.326427016803,-0.240011632748822,0.0440030708876592,0.0230804077085951
"1060","spd","Stefan_Schwartze",2610,-0.17408197919374,0.262305557867782,0.0570656578862686,0.0643795301537241
"1061","die linke","Sabine_Leidig",16531,-0.482646972455494,-0.939535904013761,0.0199878486199647,0.0302399447464016
"1062","grüne","Michael_Sacher",2497,-0.277116112492653,0.0659589641844169,0.0457350584986914,0.0590470324872006
"1063","grüne","Sahhanim_Görgü-Philipp",1274,-0.403193754148547,-0.129978991360998,0.0664841016968445,0.108277087106818
"1064","grüne","Christine_Müller-Hechfellner",7754,-0.329484133947057,0.0190002292717169,0.0293990738809738,0.0281611655438004
"1065","die linke","Sander Hendrik Tim_Frank",763,-0.342681838321618,-0.482445391463969,0.0948976504146528,0.143382399423204
"1066","die linke","Sander Hendrik Tim_Frank",589,-0.475388571821659,-0.760146936632413,0.0870792594517233,0.17092082689881
"1067","fdp","Sandra_Weeser",48893,0.0913318689701721,0.438793590130095,0.0129642016907647,0.0139959205553199
"1068","die linke","Sandro_Witt",67402,-0.244036919738218,-0.576793600066459,0.0121065678828357,0.0164996975410174
"1069","grüne","Sarah_Heim",4101,-0.31000034449524,-0.157813203984087,0.0434046181004326,0.0479618148913914
"1070","fdp","Sarah_Buss",25780,0.0839659588679518,0.371930818942355,0.0182696602245586,0.0185775786011636
"1071","grüne","Sara_Nanni",117668,-0.257557831876114,-0.0381720620523782,0.00839888914442358,0.00868614045113968
"1072","fdp","Sascha David_Anton",601,0.251570777256142,0.332207702545632,0.121593019343109,0.12625421500595
"1073","die linke","Sascha_Bahl",13,-0.163529413506056,-0.723744044103009,0,0
"1074","die linke","Sascha Heribert_Wagner",448,-0.238549355708847,-0.578861334608627,0.125368652826089,0.158960016600544
"1075","grüne","Sascha_Müller",14414,-0.345303262273355,0.0751435379865445,0.0249653050750173,0.0217125884417657
"1076","grüne","Saskia Lea Raquel_Weishaupt",1499,-0.193044516707018,-0.207064318207055,0.0876492569744693,0.0710194631389001
"1077","cdu","Saskia_Ludwig",15868,0.115046646021868,0.965632896623414,0.0194006043255048,0.0342875993069447
"1078","die linke","Simone Anita_Barrientos Krauss",10356,-0.283976920306823,-0.567454815627536,0.0269092905330383,0.0359988024976819
"1079","die linke","Sophie_Bachmann",284,-0.383611666120943,-0.901095532772317,0.176976488548198,0.248118518279399
"1080","grüne","Schahina_Gambir",9966,-0.337723957553625,-0.176638535887769,0.0286923291353603,0.0300795896135115
"1081","afd","Stefan_Scheil",13079,1.03414884469311,-0.316003369787735,0.0366088481602425,0.0217138543385643
"1082","afd","Stefan_Scheil",14180,0.995317780191028,-0.288244724908142,0.0345812130907606,0.0216060369507414
"1083","grüne","Heide_Schinowsky",5176,-0.502028887995331,-0.0366308434865927,0.0328061287126045,0.0270306189379129
"1084","fdp","Jan Maik_Schlifter-de la Fontaine",28846,0.0741709753967116,0.269315006983898,0.0170137192054877,0.0173079745299793
"1085","afd","Sascha_Schlösser",169,1.10591066832227,-0.250832972902974,0.260985051347982,0.150016131875723
"1086","grüne","Stefan_Schmidt",14220,-0.373095676082221,0.00447725776462863,0.0211377436573605,0.0241787098378792
"1087","fdp","Eva-Maria_Schmidt",3183,-0.0911681042797694,0.468601925916995,0.0339707435737522,0.0480961161548908
"1088","grüne","Jan-Lukas_Schmitt",119,-0.558470453361291,0.203674556813316,0.117720623802214,0.158684750692246
"1089","afd","Jörg_Schneider",155539,1.7970178413381,-0.44647702116975,0.0159238797783064,0.00658986516077793
"1090","spd","Carsten_Schneider",21303,-0.114762869927557,0.210969386053433,0.0196106333184364,0.0220521594340683
"1091","die linke","Lucia_Schnell",12817,-0.520757022661012,-1.09334471450705,0.0231583792047455,0.0376525214634996
"1092","fdp","Dietrich Matthias_Schniebel",8328,-0.0481398350380192,0.400273152103825,0.0244429516598575,0.0307228310209916
"1093","grüne","Alexandra_Schoo",270,-0.393592520795123,0.065843871896866,0.115245611675708,0.200084917891302
"1094","fdp","Jan_Schupp",5982,0.11133839584259,0.897267526046294,0.0231648681761625,0.0375014603903139
"1095","spd","Andreas_Schwarz",21055,-0.133048076687433,0.263486183133106,0.0227585607846681,0.0222248316974263
"1096","grüne","Laura Sophie_Dornheim",113962,-0.311918089476253,-0.0981451866814973,0.00817678644061679,0.00860325441502873
"1097","grüne","Hans Jakob Charles_Schweizer",2407,-0.229514591463441,-0.0632901558407571,0.0552139993927093,0.0608962146416534
"1098","spd","Sebastian_Hartmann",8009,-0.0846534920246563,0.277604684470944,0.0326049014948553,0.0325896524452207
"1099","grüne","Sebastian_Schäfer",16065,-0.276128128735376,0.133871721659062,0.0206834632180693,0.0222321555030642
"1100","grüne","Sebastian_Walter",37603,-0.277583515488664,0.11594108511603,0.0129077704766511,0.0133039195849186
"1101","fdp","Sebastian_Bethge",66,-0.0603757971793107,0.420633674191244,0.255010111915232,0.303714725828583
"1102","die linke","Sebastian_Bernhardt",4016,-0.395674035328395,-0.674594254763502,0.0387264375581788,0.0809750190081573
"1103","spd","Sebastian Jörg_Roloff",55363,-0.223548823970288,0.178998641806857,0.0108543893153717,0.0123148901894157
"1104","grüne","Sebastian_Stölting",13481,-0.362498735919611,0.037595047600186,0.0243931595587431,0.0238381905958688
"1105","csu","Julian_Seelig",269,-0.0560982188715135,0.57334879669984,0.129604417003108,0.161659005964601
"1106","cdu","Sebastian_Fischer",45648,0.222627468246909,0.729830962342902,0.0137095274215629,0.0202972615251408
"1107","spd","Seija Anne_Knorr-Köning",11545,-0.312985614311571,-0.0347116483087983,0.0227144155713288,0.0263547513607114
"1108","fdp","Roman_Senga",103,0.0902729170754651,0.674934980931287,0.12727943001034,0.33295917689562
"1109","cdu","Serap_Güler",52999,0.00506213294394633,0.522703061000269,0.0126671199751002,0.0155983906474348
"1110","spd","Severin Johannes Antonin_Eder",726,0.0361036418709969,0.0511253837175122,0.125600222354644,0.147530099402421
"1111","die linke","Sevim_Dagdelen",18064,-0.271532846857526,-0.910933983518077,0.0193037847141016,0.0272443635910519
"1112","afd","Siegbert Frank_Droese",12649,1.06511915596799,-0.182385830315583,0.0421622418387869,0.0239021782650823
"1113","spd","Siemtje Victoria Regine Ilse Santjer_Möller",15438,-0.151799489985196,0.375625273967986,0.0188049357311766,0.0237814261836289
"1114","csu","Thomas_Silberhorn",13724,-0.0331338608784127,1.04633492578607,0.0168795169169475,0.0326570484090285
"1115","spd","Silke_Gardlo",48,-0.648176971652217,0.0635950661397321,0.205280165974034,0.207210283401232
"1116","spd","Simona_Koß",4317,-0.225916435701281,0.197458330375486,0.0417991422405004,0.0469256845218187
"1117","die linke","Simon_Bärmann",20268,-0.252874130448341,-0.498118663524293,0.0189865867542928,0.0251167294262069
"1118","grüne","Simon Gabriel_Müller",3765,-0.31374389957117,0.168144719764989,0.035563441425711,0.0409290357604794
"1119","cdu","Simon_Iolin",21,0,0,NA,NA
"1120","fdp","Simon_Roloff",1848,0.0333803964404282,0.436695770768977,0.0605976702421565,0.063155207549617
"1121","grüne","Sina Maria_Beckmann",21949,-0.430507124550624,0.0853565013624497,0.0180984007395332,0.0173451457008992
"1122","grüne","Sybille Angela_Klenzendorf",13,-0.541575776306472,-1.39236622391516,0,0
"1123","spd","Sarah_Lahrkamp",6,0,0,NA,NA
"1124","die linke","Stefan_Söhngen",1890,-0.243554427813708,-0.495280213553172,0.0660425995269157,0.085832620549579
"1125","spd","Sönke_Rix",14740,-0.197343211353318,0.276041592526838,0.0228109047271264,0.0251563481933508
"1126","afd","Sören_Stefanowicz",28,0,0,NA,NA
"1127","spd","Sören_Bartol",23037,-0.180153563997269,0.208764557622777,0.0187713360409616,0.0200591717789213
"1128","die linke","Sophia_Leonidakis",3444,-0.186287181354999,-0.609920088805441,0.0483816288467765,0.0600190745717294
"1129","spd","Sonja Katharina_Eichwede",1157,-0.321223818249719,0.278649014516854,0.0677006184565157,0.0857317816290154
"1130","die linke","Sonja Janet_Lemke",95909,-0.402176193779409,-0.745859582583839,0.00841865972921811,0.0135772376971736
"1131","spd","Sophie Elise_Frühwald",5483,-0.214819279412572,0.022995055550407,0.0410643845658818,0.0428472379006883
"1132","grüne","Sara Louisa_Pasuki",3975,-0.358054058276438,-0.101603334694541,0.05340613460928,0.0411901679032232
"1133","grüne","Merle_Spellerberg",7954,-0.374022365128114,-0.180616356166327,0.0298238571656724,0.034104332817888
"1134","spd","Aaron Luca_Spielmanns",4503,-0.288463516215522,0.284898821469261,0.0386205543142373,0.0486403462182533
"1135","spd","Svenja_Stadler",9808,-0.220007575546022,0.289202860467069,0.0225283958260931,0.0286359227449111
"1136","spd","Martina Margarete_Stamm-Fibich",2988,-0.265852305212693,0.188332754433459,0.0483528337564662,0.0586946921371012
"1137","fdp","Bettina_Stark-Watzinger",38692,0.0155557892924792,0.495709223975302,0.0125220119774381,0.0163363893301565
"1138","fdp","Maximilian Karl_Schenk Graf von Stauffenberg",851,0.290439553119911,0.202194000914153,0.133742779239884,0.106647548027625
"1139","afd","Stephan Günther_Brandner",119174,1.68343720273921,-0.418406511061878,0.017930484153451,0.00785937646518968
"1140","die linke","Stefan_Kunath",2075,-0.377794360208709,-0.682864965656195,0.0633877656814891,0.0900095617966907
"1141","grüne","Stefan_Gelbhaar",27426,-0.352514353699769,-0.0515168471942071,0.0146079657631513,0.0158888917344744
"1142","die linke","Stefan_Hartmann",8117,-0.381410197333584,-0.757608131431865,0.0281687050324719,0.0481918338228315
"1143","cdu","Stefan_Kaufmann",28232,-0.0778474681051108,0.943793649172368,0.0124183544876354,0.0229733320569258
"1144","afd","Stefan_Keuter",772,1.51640592660227,-0.228650431325886,0.19042798206967,0.084864337934417
"1145","csu","Stefan Johannes_Kluge",12,-0.485797193565364,-1.10210945307022,0.0266561562792478,0.74769386367688
"1146","cdu","Stefan_Rouenhoff",800,-0.167292587166438,0.809276341919835,0.0520862112889207,0.0833427085236075
"1147","spd","Stefan_Labahn",195,-0.314683041801317,0.0441725949643618,0.165278668718282,0.277184015481943
"1148","cdu","Steffen Rudi_Bilger",9768,-0.0598122295390656,0.757367702444311,0.0247500270137121,0.0346739621867546
"1149","afd","Steffen_Kotré",9919,1.17557937592217,-0.273940630768228,0.0501215529946241,0.0268279888844184
"1150","grüne","Steffi_Lemke",29759,-0.287480026930081,0.0875015008512571,0.0168704382654956,0.016518312563303
"1151","csu","Wolfgang Dieter_Stefinger",1136,-0.113911108818521,0.429288421394041,0.0692053483224633,0.0917082540368162
"1152","grüne","Peer Stefan_Wenzel",17154,-0.411724500556543,0.0596583800550447,0.0137612780417332,0.0145835037825752
"1153","cdu","Albert_Stegemann",1148,-0.14632570444358,0.664264798893162,0.0561011611106607,0.0941555543671815
"1154","cdu","Sebastian_Steineke",112696,0.0408142851688124,0.841762679203865,0.00757062170340296,0.0119849474256259
"1155","fdp","Stephan_Dehler",3081,0.0543206648993781,0.539891000350093,0.0508487402659838,0.0545363115231066
"1156","fdp","Stephan Wolfram_Link",345,0.21970443363348,0.252087046671916,0.140227950000456,0.176769682195825
"1157","grüne","Stephanie_Erben",4954,-0.214910134302049,0.0789479795507737,0.0411521330311342,0.0407297323411865
"1158","die linke","Stephan Rüdiger_Jersch",7887,-0.263166679331032,-0.441615321189991,0.0272419216155506,0.0325536959379511
"1159","die linke","Stephan_Marquardt",1635,-0.152840127581077,-0.65191439263464,0.0680769821016303,0.075394856791715
"1160","spd","Stephan_Schumann",23404,-0.144146433908125,0.00281347115797261,0.0203936849846748,0.0197857281258885
"1161","fdp","Stephan_Thomae",21076,0.170908598520892,0.207931925686498,0.0200254365348333,0.0188847296681907
"1162","csu","Stephan Nikolaus_Pilsinger",777,0.156232329715413,0.494177934416597,0.104066378191352,0.0973989535852705
"1163","cdu","Stefan_Heck",214,0.047222935629056,0.623974875830003,0.165806936907571,0.188851470159681
"1164","spd","Jens Mathias_Stein",8966,-0.342789293263685,0.248598667676777,0.0255778346861969,0.0334573136840575
"1165","afd","Ulrich Helmut_Storm",5,1.21087056340831,-0.145754392645616,0.947656857761114,0.440510983765711
"1166","fdp","Stephan_Seiter",19815,-0.0218619615142358,0.413052597818147,0.0177542272042863,0.0198899427964603
"1167","spd","Ruppert Fritz Johannes_Stüwe",18874,-0.37432471439457,0.307079744518181,0.0152665896844674,0.0223485671955471
"1168","fdp","Suat Niyazi_Gülden",88,-0.266442173824195,0.778477919581784,0.240476412517612,0.0471815789824155
"1169","grüne","Susanne Margarete Christa_Martin",2046,-0.406719492908296,-0.227341771852011,0.0612492492147819,0.0670392746022139
"1170","die linke","Susanne_Ferschl",26936,-0.358150865037278,-0.769498987831237,0.0168718886283866,0.0252926174207379
"1171","die linke","Susanne Marianne_Hennig-Wellsow",20323,-0.334509883415195,-0.760532206739141,0.020503908310315,0.032400069583439
"1172","die linke","Susanne_Spethmann",232,-0.610231758166679,-0.798500261207813,0.110442299840834,0.242358754258295
"1173","grüne","Sven-Christian_Kindler",71398,-0.320221753325121,-0.019004030802296,0.01001012584938,0.0104297959494528
"1174","fdp","Sven Gustav_Gehrke",207,-0.00803323243397675,0.289125979250494,0.15977168789822,0.183411950763581
"1175","grüne","Svenja Vivien_Appuhn",14393,-0.384641397660891,-0.25022269521763,0.0216577577734502,0.0252874323865731
"1176","spd","Svenja_Schulze",24901,-0.380543785415603,0.393557432813054,0.0138294349988754,0.0178181900366998
"1177","grüne","Sven_Lehmann",52011,-0.380194777402419,-0.0722418123899796,0.0117962481848177,0.0125402157161565
"1178","cdu","Sven_Volmering",20165,-0.00103895032431873,0.597523385309778,0.0177975877174925,0.0237571128964538
"1179","afd","Sven_Wendorf",653,0.895660010387756,-0.0703735750141287,0.147747354129542,0.0802765912700307
"1180","spd","Sven_Wingerter",643,-0.32130254834236,0.590472984430142,0.0570656187983722,0.117725331913555
"1181","die linke","Sahra_Wagenknecht",13650,-0.158419793603951,-0.756684358045206,0.0266743197539114,0.0335397689352091
"1182","grüne","Swantje Henrike_Michaelsen",11515,-0.502040294894466,-0.144147489313803,0.0247895217023112,0.025935613959197
"1183","fdp","Sylvia_Kaufhold",335399,0.172005220509569,0.281391301594219,0.00542712340171183,0.00476495339047627
"1184","cdu","Sylvia_Pantel",1513,0.132634714576149,0.745789803979476,0.0906523649275032,0.0877182104064718
"1185","grüne","Tabea_Rößner",21798,-0.320608589444918,0.116467988484735,0.0171601074403017,0.0191625059317892
"1186","spd","Takis_Mehmet Ali",39,0.503506846842645,0.0693271242744128,0.601502190055886,0.308411892112454
"1187","spd","Tanja_Pfenning",327,-0.272178150451837,0.101887526502136,0.102152975315865,0.104817917129077
"1188","grüne","Tarek_Annan",451,-0.440344203649778,0.408284029340782,0.0614536775372002,0.154554067735385
"1189","fdp","Tarek Benedict_Carls-Littwin",1716,0.0925342081940972,0.0978667717759559,0.073106402810892,0.0595313602803632
"1190","grüne","Tobias Björn_Bacherle",13605,-0.3177311708087,0.0598554077329671,0.0225927443581051,0.0247852748949453
"1191","spd","Torsten_Einstmann",862,-0.254166738085676,0.130325143153873,0.0849122426935362,0.0951021463703782
"1192","csu","Thomas Maximilian_Erndl",10021,-0.045025217624293,0.881736126327144,0.0245384148937595,0.0443103873704734
"1193","grüne","Andreas_Tesche",897,-0.456796702259879,-0.090823616257093,0.0722979434263522,0.0739060873221358
"1194","fdp","Theresa_Ley",1884,0.0166526567680846,0.461660464103492,0.0657907212981856,0.0783064864848934
"1195","fdp","Thomas Michael_Sattelberger",38888,0.0557074581969925,0.422880673599161,0.0123909457458316,0.0136025884129028
"1196","afd","Thomas Michael Konrad_Seitz",4272,1.24497667316592,-0.260039655738448,0.0766652655614936,0.0378266515127265
"1197","cdu","Theresa_Gröninger",14791,-0.0440008521222632,0.367662376518903,0.023112741446762,0.026021234058798
"1198","fdp","Jan Andreas_Hinderks",6200,-0.111146728829499,0.159391909514292,0.0303900703075589,0.0338496253722706
"1199","fdp","Frank_Müller-Rosentritt",15314,0.0562182025505881,0.393677340380764,0.0206996109441563,0.0248201672622434
"1200","spd","Lena_Werner",904,-0.325377204705356,0.264857260070712,0.0731275145937683,0.0735698723556494
"1201","die linke","Thomas_Lutze",56,-0.736647103931081,-1.13772793870295,0.165735067777243,0.621920371275027
"1202","spd","Stefanie Helene_Then",874,-0.221285431676151,0.317633479300306,0.08828562691755,0.101596924269888
"1203","cdu","Thomas_Bareiß",46960,0.0246693216541083,0.725701248858774,0.0123054412209551,0.0174565062252676
"1204","afd","Thomas Ludwig Walter_Ehrhorn",2312,1.63093101887931,-0.351719366252997,0.138354413228686,0.0563711599492464
"1205","grüne","Thomas Willi_Zebunke",8800,-0.396701846624019,0.0797434132761126,0.0252986333956187,0.0251503415125803
"1206","afd","Thomas_Braun",4,0,0,NA,NA
"1207","afd","Thomas_Dietz",13263,0.958525427549008,-0.234050481217351,0.0377772250298906,0.0238488995702368
"1208","die linke","Thomas_Goes",19369,-0.287002884506904,-0.824269007349166,0.0222560889447832,0.0308433692924006
"1209","cdu","Thomas_Gebhart",2481,-0.0502682714866649,0.855947835127383,0.0491315567978376,0.0866140228604567
"1210","grüne","Thomas_Gönner",6774,-0.264307978714392,-0.0730914976772761,0.0352802108050791,0.0377439239937905
"1211","die linke","Thomas_Hanser",1438,-0.154998539020491,-0.496796281354363,0.0692373354766544,0.0710462476122935
"1212","cdu","Thomas_Heilmann",10261,-0.0778525893331719,0.991411665987472,0.021135343153545,0.0409673010067254
"1213","spd","Thomas_Hitschler",31625,-0.166641188491912,0.375375631910052,0.0155197679480319,0.017472871114999
"1214","grüne","Thomas_Klein",23301,-0.342794246343894,-0.0544482884062405,0.0176727560017889,0.018126299532836
"1215","spd","Thomas Christian Rudolf_Messer",33,-0.557968652163468,0.447836558834994,0,0
"1216","afd","Thomas_Schlick",446,1.53905836162808,-0.42535132771063,0.321750827441904,0.14474457566008
"1217","grüne","Thomas Lothar_Zawalski",1224,-0.593282853099727,0.302558936185862,0.0429085899540326,0.0580243120827147
"1218","fdp","Thorben_Fiedler",31,-0.139005858928797,0.638522778542958,0.0416878767857193,0.188637468619908
"1219","cdu","Thorsten_Frei",4522,0.153802847179633,0.838722008642774,0.0427441844177861,0.0562955881526128
"1220","fdp","Thorsten Willibald_Lieb",2050,0.0576518206522449,0.392960305545117,0.065809908935402,0.0615998312876475
"1221","grüne","Till Benjamin_Steffen",64333,-0.377448793425776,0.0114935810635082,0.0111769984282141,0.010468005468217
"1222","grüne","Maria Anna Gertrud_Tillmann",1214,-0.282212157169284,0.071095186241359,0.0988457235148941,0.127253123144173
"1223","fdp","Till Berthold_Mansmann",3409,0.0310875250311392,0.359819047208177,0.0438194494346212,0.0514991412211476
"1224","spd","Tim-Luka_Schwab",114,0.0561455220538389,0.521422846788316,0.253924474135703,0.18144518318689
"1225","fdp","Dennis Tim_Nusser",6323,-0.0944148857588954,0.155417370470101,0.0331091779117824,0.0355439003630111
"1226","spd","Timon_Gremmels",29124,-0.265616419603954,0.229233557659188,0.0145655849706882,0.0162932863909049
"1227","csu","Tina_Pickert",94,0.277486900496231,0.73527477640399,0.235711547405061,0.21058108047353
"1228","grüne","Tina Luisa_Prietz",9759,-0.406877158983512,-0.0701377122416591,0.028033007402743,0.0282219344593483
"1229","cdu","Christina_Schwarzer",3662,-0.159829403895413,0.324580016073065,0.0423905693283905,0.0537500500764505
"1230","grüne","Tina_Winklmann",1449,-0.487981218740242,-0.0432270794153886,0.0720175970569862,0.0978693075188331
"1231","afd","Tino_Chrupalla",10297,1.48576941712337,-0.287142177901463,0.0538391994993514,0.0268298656918754
"1232","fdp","Tino Josef_Ritter",89062,0.233420058195288,0.231180203300184,0.0109698571160365,0.00977426807042542
"1233","cdu","Tino_Sorge",15621,0.0295470790067732,0.743811496304247,0.0188457690404189,0.0299765191702199
"1234","fdp","Nico_Tippelt",68840,0.233398866006058,0.364428625567837,0.0117319976345185,0.0107332678055954
"1235","afd","Luca Mike_Leitterstorf",39928,0.73636517643329,-0.224849883867839,0.0200428540953124,0.013317921410344
"1236","grüne","Tizio_Pfänder",103177,-0.198209564740931,-0.12876821032129,0.00856385847129272,0.00833165655733718
"1237","cdu","Thomas_Jarzombek",26833,-0.113692500850027,0.67894147585957,0.0135037745016484,0.0219403308049236
"1238","cdu","Tilman Moritz_Kuban",5186,0.0643443155755064,0.614277958170305,0.0434879461622879,0.0541758939121379
"1239","fdp","Tobias_Heisig",494,0.124565817731567,0.245827531016052,0.15215380943325,0.179961087592935
"1240","die linke","Tobias_Boegelein",869,-0.329663232979686,-0.235408765845897,0.059122291806723,0.0911714887360192
"1241","grüne","Tobias_Lindner",19187,-0.244354975709707,0.227088932064177,0.0170879060436601,0.0228563363490507
"1242","afd","Tobias Matthias_Peterka",17503,1.18187108244748,-0.267177849278741,0.0373770171492595,0.0203215990953281
"1243","spd","Tobias_Schloo",560,-0.191798966915467,0.258109565554406,0.0824594597714793,0.110384466252586
"1244","die linke","Tobias_Schreiner",135,-0.157588862504981,0.085053794016521,0.187111618251525,0.0973842942702118
"1245","csu","Tobias_Winkler",4765,-0.0966763660503831,0.750427329215932,0.0369477563020931,0.056641591421058
"1246","spd","Tobias Rainer_Wüst",117,0.318410157357646,0.291777591972681,0.195152792745513,0.140226977947788
"1247","spd","Markus_Töns",2960,-0.0944982493240603,0.335619981677122,0.051418088144948,0.058911277159585
"1248","fdp","Tom Henrik_Daniel",13275,-0.0103623432868435,0.370440580514777,0.0224828083113801,0.0243472068953406
"1249","die linke","Toni_Jaschinski",13,-0.0972274224002023,-0.133929989740327,0.194736143796723,0.391543829865752
"1250","cdu","Ali Ertan_Toprak",13576,0.129965021973039,0.115178468594061,0.0279037453330464,0.0316295245320689
"1251","afd","Torben_Braga",26285,0.941251798285507,-0.208143301055493,0.0277847888010704,0.0168496525152754
"1252","cdu","Jens Torbjörn_Kartes",2842,0.0799786356709631,0.804811164023026,0.0482851091739178,0.0737514097011563
"1253","fdp","Torsten_Herbst",25447,0.126410206371019,0.428555301260207,0.0174861350031337,0.0178876392436294
"1254","grüne","Torsten Mario_Klein",2056,-0.395610074329704,0.142320120461397,0.0545558539691894,0.0815615436681866
"1255","die linke","Tobias Klaus_Pflüger",9160,-0.364470610132007,-0.710759443326604,0.0254928111024118,0.046096249585602
"1256","cdu","Thomas_Röwekamp",3873,-0.0759542281895238,0.354344624343125,0.0408176253727452,0.0554427788968891
"1257","cdu","Tankred_Schipanski",58726,0.0541145724286714,0.832198258404889,0.0106296526857075,0.0148982610127324
"1258","spd","Tuna_Firat",3683,-0.169769270310491,0.0330272500703502,0.0470810970747746,0.0510141036316893
"1259","die linke","Tudor Paul_Costin",8090,-0.164668522048643,-0.462561257360168,0.0307104366559434,0.0351042274531293
"1260","afd","Udo Theodor_Hemmelgarn",80174,1.27777392850913,-0.280406657191807,0.0173769434546974,0.00900131801082301
"1261","die linke","Udo_Wolf",25499,-0.414473282822364,-0.812718266663055,0.0166100864299581,0.0276876609028895
"1262","cdu","Markus Alexander_Uhl",30,-0.227586460913319,0.0316957845531108,0,0
"1263","spd","Ulrich Peter_Grötsch",13401,-0.149531157024566,0.0449681795990943,0.0243621424953025,0.026821631542358
"1264","grüne","Ursula_Schauws",43456,-0.390048940829663,-0.0865419405221373,0.0125996311301259,0.0128807035632246
"1265","fdp","Andrew John_Ullmann",26546,0.0119352817710858,0.462520104987825,0.0158225119186823,0.0176337683312701
"1266","fdp","Ulrich_Lechte",11381,-0.0274552781110936,0.409858946524154,0.0223971012384392,0.0288799844508421
"1267","spd","Ulrike Antje_Rosensky",13880,-0.451331070402592,0.0529470294173313,0.0166258324713841,0.0241700533820978
"1268","afd","Ulrike_Schielke-Ziesing",22727,1.08213726654896,-0.183917723976384,0.031825558215741,0.0189654216437359
"1269","grüne","Urs Justus Jasper Gregor_Liebau",3183,-0.288175584987393,0.038904080814722,0.0545083523326116,0.0491223116394461
"1270","grüne","Uta_Röpcke",1172,-0.292314475247327,0.0702363222290573,0.0736692713061896,0.0915280023804888
"1271","die linke","Erich Horst_Utz",1306,-0.4678719404697,-0.990878202505141,0.0826317817290458,0.111391670109937
"1272","afd","Uwe_Schulz",756,1.09016223756657,-0.534451940964111,0.186137588172459,0.124627283609863
"1273","grüne","Uwe Adolf Otto_Kekeritz",10003,-0.417400790292304,-0.0918305295726247,0.0217829202523989,0.0297832295321476
"1274","die linke","Mohamad Shoan_Vaisi",5211,-0.294206183825707,-0.917471219017593,0.0576238057647019,0.0748117566968947
